,titulo,empresa,presencialidad,jornada,experiencia,tipo_contrato,beneficios,salario_min,salario_max,localidad,provincia,comunidad,pais,categoria_empleo
15534,developer,pasiona,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15535,developer,alovia consulting,no especificado,no especificado,4.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15536,cybersecurity,Banco Santander,no especificado,no especificado,3.0,no especificado,False,,,Monte,Cantabria,Cantabria,España,ciberseguridad
15537,senior python engineer linux desktop,proton,no especificado,no especificado,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15538,analyst,bnp paribas,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15539,analyst,tui group,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15540,analyst,axiom software solutions,no especificado,jornada completa,3.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,data driven
15541,cybersecurity,Airbus,no especificado,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,ciberseguridad
15542,analyst,gieseckedevrient,no especificado,no especificado,1.0,no especificado,True,,,El Prat de Llobregat,Barcelona,Cataluña,España,data driven
15543,it engineer,nestle,remoto,no especificado,,no especificado,True,,,Esplugues de Llobregat,Barcelona,Cataluña,España,sistemas
15544,analyst,Michael Page,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15545,analyst,Banco Santander,no especificado,jornada completa,,no especificado,False,,,Boadilla del Monte,Madrid,Comunidad de Madrid,España,data driven
15546,analyst,edicom group,remoto,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,data driven
15547,analyst,bnp paribas,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15548,cybersecurity,Airbus,no especificado,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,ciberseguridad
15549,analyst,nestle,remoto,no especificado,,no especificado,True,,,Esplugues de Llobregat,Barcelona,Cataluña,España,data driven
15550,it support,cummins,remoto,no especificado,5.0,no especificado,False,,,Guadalajara,Guadalajara,Castilla-La Mancha,España,sistemas
15551,consultant,vml map,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15552,android engineer,q-tech,no especificado,no especificado,,no especificado,False,,,Rubí,Barcelona,Cataluña,España,otros
15553,software engineer,roche,no especificado,jornada completa,,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,programador
15554,developer,pepsico,remoto,no especificado,6.0,no especificado,False,,,Cornellà de Llobregat,Barcelona,Cataluña,España,programador
15555,experienced system engineer cloud m/f/d,mediamarkt,no especificado,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15556,scraping engineer team lead python/javascript  php,Page Personnel,no especificado,no especificado,5.0,no especificado,False,40000.0,55000.0,Barcelona,Barcelona,Cataluña,España,otros
15557,developer,ria,no especificado,jornada completa,3.0,no especificado,False,,,Alcobendas,Madrid,Comunidad de Madrid,España,programador
15558,electronics product design engineering - senior professional,schneider electric,no especificado,jornada completa,5.0,no especificado,False,,,,Navarra,Navarra,España,otros
15559,developer,nuvolar works,remoto,no especificado,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15560,devops engineer,artificial solutions,remoto,no especificado,10.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15561,analyst,Amazon,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15562,analyst,azertium it global services sl,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15563,analyst,azertium it global services sl,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15564,analyst,Accenture,no especificado,jornada completa,,no especificado,False,,,Málaga,Málaga,Andalucía,España,data driven
15565,cybersecurity,Airbus,remoto,jornada completa,4.0,no especificado,True,,,Getafe,Madrid,Comunidad de Madrid,España,ciberseguridad
15566,analyst,azertium it global services sl,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15567,analyst,bnp paribas,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15568,developer,epam systems,no especificado,no especificado,,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
15569,it engineer,proton,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15570,fullstack,proton,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15571,power platform expert microsoft dynamics 365,elca security,no especificado,jornada completa,,no especificado,False,,,Granada,Granada,Andalucía,España,otros
15572,solutions architect intern,Amazon,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15573,desktop euc l2,iron systems,no especificado,no especificado,,no especificado,False,,,Las Mercedes,Santa Cruz de Tenerife,Canarias,España,otros
15574,junior aircraft engineer,ryanair,remoto,jornada completa,1.0,no especificado,False,,,,,,Portugal,otros
15575,solutions architect - emea,netskope,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15576,project engineer i,open systems international inc osi,no especificado,jornada completa,,no especificado,False,,,Alcobendas,Madrid,Comunidad de Madrid,España,otros
15577,senior backend engineer,convelio,remoto,jornada completa,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15578,junior telecommunications engineer,enreach,no especificado,no especificado,1.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,otros
15579,project manager,palo alto networks,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
15580,it engineer,bnp paribas,no especificado,no especificado,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15581,project manager,schneider electric,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
15582,systems engineer,hp,no especificado,media jornada,,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,sistemas
15583,software engineer,qorvo,no especificado,practicas,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15584,cloud engineering,system73,remoto,jornada completa,,no especificado,False,,,La Laguna,Santa Cruz de Tenerife,Canarias,España,sistemas
15585,packet network  systems architect,colt technology services,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15586,junior telecommunications engineer,laude,no especificado,jornada completa,1.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,otros
15587,network engineer,nexttic,no especificado,no especificado,,no especificado,False,30000.0,38000.0,Barcelona,Barcelona,Cataluña,España,sistemas
15588,it engineer,copyright clearance center,no especificado,jornada completa,,no especificado,False,,,Tomares,Sevilla,Andalucía,España,sistemas
15589,network engineer,ansys,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15590,support technician,beckman coulter diagnostics,no especificado,jornada completa,,no especificado,True,,,Murcia,Murcia,Región de Murcia,España,sistemas
15591,network engineer,zemsania,remoto,no especificado,5.0,no especificado,True,40000.0,50000.0,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15592,software engineer,hp,no especificado,jornada completa,,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,programador
15593,network specialist - conferences barcelona,gartner,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15594,field service technician/mobile engineer - barcelona region,hemmersbach gmbh  co kg,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15595,system engineer jr,centum research and technology,remoto,no especificado,,no especificado,False,,,Vigo,Pontevedra,Galicia,España,otros
15596,network engineer,GVM,remoto,no especificado,,no especificado,True,,,Tres Cantos,Madrid,Comunidad de Madrid,España,sistemas
15597,it engineer,western union,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15598,it engineer,western union,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15599,field service technician southeast spain,tomra,no especificado,no especificado,,no especificado,False,,,Murcia,Murcia,Región de Murcia,España,otros
15600,frontend engineering lead f/m/d,wefox,no especificado,no especificado,10.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15601,it engineer,kapres technology,remoto,no especificado,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15602,global procurement category lead - contractors / contingent workforce madrid spain operations,philip morris international,no especificado,no especificado,10.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15603,network engineer,contact government services llc,remoto,jornada completa,,no especificado,True,,,Alburquerque,Badajoz,Extremadura,España,sistemas
15604,systems engineer,Airbus,no especificado,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,sistemas
15605,network engineer,maersk,no especificado,jornada completa,,no especificado,False,,,Algeciras,Cádiz,Andalucía,España,sistemas
15606,remote mobile engineer - react native,tether operations limited,remoto,jornada completa,,no especificado,False,,,,,,España,otros
15607,cloud engineering,neurons lab,remoto,contrato temporal,,no especificado,False,,,Reus,Tarragona,Cataluña,España,sistemas
15608,it engineer,Page Personnel,no especificado,no especificado,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15609,senior frontend engineer m/f/x react - remote,dr smile,no especificado,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15610,noc l1 engineer 1,gieseckedevrient,no especificado,no especificado,,no especificado,True,,,El Prat de Llobregat,Barcelona,Cataluña,España,otros
15611,field service technician vitoria,abb,remoto,jornada completa,5.0,no especificado,False,,,Vitoria-Gasteiz,Álava,País Vasco,España,otros
15612,human rights and disclosure specialist,hp,no especificado,jornada completa,,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,otros
15613,qa engineer,ericsson-worldwide,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
15614,qa engineer,Accenture,no especificado,jornada completa,,no especificado,False,,,Málaga,Málaga,Andalucía,España,administracion
15615,network engineer,tupl,no especificado,jornada completa,,no especificado,False,,,Málaga,Málaga,Andalucía,España,sistemas
15616,it specialist,biomerieux,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15617,it engineer,deluxe media,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15618,systems engineer,geotab,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15619,cloud architect,intel corporation,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15620,java trainer - freelance remote,workfully,no especificado,trabajo autonomo,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15621,systems engineer,schneider electric,no especificado,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,sistemas
15622,it engineer,apple,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15623,discover i 2024 - performance improvement section19 a350  rtm,Airbus,remoto,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,otros
15624,junior project technician m/f/d,ferchau,no especificado,no especificado,2.0,no especificado,False,,,L'Hospitalet de Llobregat,Barcelona,Cataluña,España,otros
15625,operational technology ot engineer,ambit bst,remoto,no especificado,3.0,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,otros
15626,network engineer,xe,remoto,no especificado,5.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15627,zerto  presales engineer spain,hewlett packard enterprise  hpe,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15628,field service engineer thermal,vertiv group corp,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15629,product lifecycle maintenance engineer,ericsson-worldwide,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15630,electrical engineer- industrial automation,schneider electric,no especificado,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,otros
15631,emea solutions engineering leader oss,mbr partners ltd,no especificado,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15632,solutions design director ecommerce,jbandrews,no especificado,no especificado,,no especificado,False,75000.0,85000.0,Madrid,Madrid,Comunidad de Madrid,España,otros
15633,digital services representative,schneider electric,no especificado,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,otros
15634,network engineer,dlocal,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15635,network engineer,babel profiles,no especificado,no especificado,2.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15636,infrastructure technical specialist network,Accenture,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15637,cloud engineering,contact government services llc,remoto,jornada completa,,no especificado,True,,,Alburquerque,Badajoz,Extremadura,España,sistemas
15638,network engineer,contact government services llc,remoto,jornada completa,,no especificado,True,,,Alburquerque,Badajoz,Extremadura,España,sistemas
15639,front-end engineer typescript,metrica recruitment,no especificado,jornada completa,,no especificado,False,,,,,,España,otros
15640,network engineer,idential,no especificado,no especificado,,no especificado,False,,,,,,España,sistemas
15641,network engineer,alter solutions,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15642,it engineer,axa partners,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15643,network engineer,bics,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15644,network engineer,NTT Data,no especificado,practicas,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15645,systems engineer,nonius,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15646,network engineer,the wise seeker sl,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15647,paint process performance engineer - equipment w/m,plastic omnium,no especificado,no especificado,,no especificado,False,,,Redondela,Pontevedra,Galicia,España,otros
15648,network engineer,iwantic,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15649,network engineer,Banco Santander,no especificado,jornada completa,4.0,no especificado,False,,,Boadilla del Monte,Madrid,Comunidad de Madrid,España,sistemas
15650,research engineer - edge and cloud computing technologies re2,barcelona supercomputing center bsc,no especificado,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15651,computer engineer,managing composites,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15652,systems engineer,arsys internet sl,no especificado,no especificado,,no especificado,False,,,Logroño,La Rioja,La Rioja,España,sistemas
15653,systems engineer,grifols,no especificado,no especificado,2.0,no especificado,False,,,Parets del Vallès,Barcelona,Cataluña,España,sistemas
15654,network engineer,the wise seeker,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15655,systems engineer,noniussoft sa,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15656,consultant,elca security,no especificado,jornada completa,,no especificado,False,,,Granada,Granada,Andalucía,España,otros
15657,it specialist,elca security,no especificado,jornada completa,,no especificado,False,,,Granada,Granada,Andalucía,España,sistemas
15658,data engineer,roche,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15659,application architect,solera,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15660,data engineer,teva pharmaceuticals,no especificado,no especificado,,no especificado,True,,,Zaragoza,Zaragoza,Aragón,España,data driven
15661,data engineer,melza consulting,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,data driven
15662,consultant,Accenture,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15663,developer,elca security,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15664,staff validation engineer d/m/f,ams osram,no especificado,jornada completa,3.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
15665,developer,elca security,no especificado,jornada completa,,no especificado,False,,,Granada,Granada,Andalucía,España,programador
15666,principal enterprise architect,dynatrace,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15667,analyst,Banco Santander,no especificado,no especificado,1.0,no especificado,False,,,Monte,Cantabria,Cantabria,España,data driven
15668,project manager,elca security,no especificado,jornada completa,,no especificado,True,,,Granada,Granada,Andalucía,España,administracion
15669,analyst,Amazon,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15670,consultant,Accenture,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15671,cloud architect,talent hackers,no especificado,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15672,developer,hiring it,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15673,developer,novasyte llc,remoto,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15674,developer,webbeds,no especificado,jornada completa,2.0,no especificado,False,,,Palma,Islas Baleares,Islas Baleares,España,programador
15675,lead tech,unisys,no especificado,jornada completa,10.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
15676,consultant,ryanair,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15677,data architect,novasyte llc,remoto,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15678,network engineer,agile content,no especificado,no especificado,,no especificado,False,,,,,País Vasco,España,sistemas
15679,data engineer,b-612 uk ltd,no especificado,trabajo autonomo,,no especificado,False,43750.0,78750.0,Barcelona,Barcelona,Cataluña,España,data driven
15680,it engineer,seidor,no especificado,no especificado,5.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,sistemas
15681,it engineer,bnp paribas,remoto,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15682,support technician,palo alto networks,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15683,it engineer,bnp paribas,no especificado,no especificado,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15684,it engineer,bnp paribas,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15685,it engineer,bnp paribas,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15686,it engineer,bnp paribas,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15687,itg global quality assurance bnp paribas mitp,bnp paribas,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15688,it engineer,bnp paribas,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15689,global case resolution intern,roche,no especificado,jornada completa,,no especificado,False,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,otros
15690,digital marketing internship,keysight technologies,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15691,systems engineer,palo alto networks,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15692,ftth / gpon network operations  l1 support,4plus ingenieros y arquitectos,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15693,network engineer,omniaccess,no especificado,jornada completa,2.0,no especificado,False,,,Palma,Islas Baleares,Islas Baleares,España,sistemas
15694,systems engineer,apple,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15695,network engineer,the wise seeker,remoto,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15696,network engineer,civir,remoto,no especificado,,no especificado,False,,,,,,España,sistemas
15697,network engineer,kapres technology,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15698,research engineer - energy optimization for 6g networks,fundacio i2cat,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15699,network engineer,consulsap,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15700,system administrator - mission support systems,Airbus,no especificado,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,otros
15701,network engineer,ria money transfer,no especificado,jornada completa,3.0,no especificado,False,,,Alcobendas,Madrid,Comunidad de Madrid,España,sistemas
15702,it engineer,axa,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15703,software engineer,maibornwolff gmbh,no especificado,jornada completa,,no especificado,True,,,Valencia,Valencia,Comunidad Valenciana,España,programador
15704,support engineer,video stream networks,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15705,network engineer,novares iberica automotive,no especificado,jornada completa,,no especificado,False,,,Valdemoro,Madrid,Comunidad de Madrid,España,sistemas
15706,systems administrator,2k games,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15707,system administrator,summa networks,no especificado,no especificado,4.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15708,it engineer,morgan gold consulting  socialbeings,remoto,no especificado,4.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15709,application support engineer emea,denexus,remoto,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15710,machine learning engineer,babel profiles,remoto,no especificado,5.0,no especificado,False,,,,,,España,machine learning engineer
15711,support technician,alstom,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15712,software engineer,vector informatik gmbh,no especificado,media jornada,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15713,support technician,union espanola fotovoltaica,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15714,fullstack,kapres technology sl,no especificado,no especificado,,no especificado,True,65000.0,70000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
15715,solutions engineer spanish speaking,cloudera,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15716,project manager,lokalise,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,administracion
15717,engineer/architect experience of microsoft 365 ,kapres technology sl,no especificado,no especificado,2.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15718,devops engineer,Michael Page,no especificado,no especificado,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15719,senior backend backoffice engineer m/f/d,media markt,no especificado,jornada completa,5.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15720,devops,voxel,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15721,analyst,anywr,no especificado,no especificado,,no especificado,True,,,Granada,Granada,Andalucía,España,data driven
15722,devops engineer,ikigai talent goup,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15723,devops engineer,e-frontiers,no especificado,no especificado,4.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15724,cloud engineering,schneider electric,no especificado,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,sistemas
15725,fullstack,Michael Page,no especificado,no especificado,5.0,no especificado,True,45000.0,60000.0,,,Cataluña,España,programador
15726,devops engineer,anywr,no especificado,no especificado,,no especificado,True,,,Granada,Granada,Andalucía,España,data driven
15727,cloud engineering,bunge,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15728,backend engineer net,q-tech recruitment consultants sl,no especificado,no especificado,,no especificado,False,45000.0,50000.0,,,,España,otros
15729,devops engineer,iwantic,remoto,no especificado,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15730,id engineer,Michael Page,no especificado,no especificado,2.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,programador
15731,senior iam engineer - multinational healthcare,Michael Page,remoto,no especificado,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15732,software engineer,media markt,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15733,devops engineer,NTT Data,no especificado,no especificado,,no especificado,False,,,,Alicante,Comunidad Valenciana,España,data driven
15734,devops engineer,globant,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15735,blockchain node engineer,enertek group,remoto,no especificado,,no especificado,False,80000.0,95000.0,,,,España,otros
15736,backend enginer java/spring boot w/ full professional level of english,babel profiles,remoto,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15737,devops,melza consulting,no especificado,no especificado,,no especificado,False,,,,,,España,data driven
15738,software engineer,Banco Santander,no especificado,jornada completa,,no especificado,False,,,Boadilla del Monte,Madrid,Comunidad de Madrid,España,programador
15739,devops engineer,Michael Page,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,data driven
15740,data engineer,between technology,remoto,no especificado,4.0,no especificado,True,42000.0,48000.0,Sant Cugat del Vallès,Barcelona,Cataluña,España,data driven
15741,support technician,palo alto networks,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15742,architect - azure ai/ml expert,quantion,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15743,net engineer - remote,melza consulting,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15744,software engineer,seleccion -it,no especificado,jornada completa,,no especificado,True,50000.0,60000.0,Valencia,Valencia,Comunidad Valenciana,España,programador
15745,software engineer,apple,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15746,senior director of platform engineering,nexthink,no especificado,no especificado,5.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15747,angular frontend engineer,rindus,remoto,no especificado,,no especificado,False,,,Málaga,Málaga,Andalucía,España,otros
15748,devops engineer,astrata europe,no especificado,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15749,software engineer,visium,no especificado,no especificado,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,programador
15750,infrastructure as code engineer,roche,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15751,qa engineer,babel profiles,remoto,no especificado,,no especificado,False,,,,,,España,administracion
15752,qa engineer,crystal blockchain,no especificado,no especificado,4.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
15753,devops engineer,gaming innovation group,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15754,qa engineer,rindus,remoto,no especificado,,no especificado,False,,,Málaga,Málaga,Andalucía,España,administracion
15755,fullstack,sonas,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15756,senior devsec engineer - remote -,akamai,remoto,no especificado,5.0,no especificado,False,,,,,,España,otros
