,titulo,empresa,presencialidad,jornada,experiencia,tipo_contrato,beneficios,salario_min,salario_max,localidad,provincia,comunidad,pais,categoria_empleo
0,software engineer,soluciones medioambientales morga,presencial,jornada completa,,no especificado,False,,,Lemona,Vizcaya,País Vasco,España,programador
1,developer,smadex,hibrido,jornada completa,4.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
2,qa engineer,rdt ingenieros,presencial,jornada completa,,no especificado,False,,,Guernica-Luno,Vizcaya,País Vasco,España,administracion
3,developer,agap2 espana,hibrido,jornada completa,3.0,no especificado,True,,,Valladolid,Valladolid,Castilla y León,España,programador
4,systems engineer,Indra,hibrido,jornada completa,,no especificado,False,,,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,sistemas
5,software engineer,viewnext,remoto,jornada completa,8.0,no especificado,True,,,,,,España,programador
6,ingeniero/a de desarrollo de producto electronico,diggia group,presencial,jornada completa,,no especificado,False,,,Cáceres,Cáceres,Extremadura,España,otros
7,software engineer,fmit technologies sl,hibrido,jornada completa,3.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
8,ingeniero/a de desarrollo de producto electronico,the wise seeker,presencial,jornada completa,,no especificado,False,,,Cáceres,Cáceres,Extremadura,España,otros
9,software engineer,bending spoons,remoto,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
10,id engineer,acciona,presencial,jornada completa,1.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
11,developer,cyncly,remoto,jornada completa,5.0,no especificado,False,,,,,,España,programador
12,development engineer m/f,zimvie,no especificado,jornada completa,,no especificado,True,,,Paterna,Valencia,Comunidad Valenciana,España,otros
13,developer,bimba y lola,hibrido,jornada completa,3.0,no especificado,False,,,Vigo,Pontevedra,Galicia,España,programador
14,junior ingeniero de desarrollo refrigeracion motor ,edag group,hibrido,jornada completa,1.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15,manufacturing engineer / ingeniero de fabricacion tratamientos,hitachi energy,presencial,contrato por obra,5.0,no especificado,False,,,Córdoba,Córdoba,Andalucía,España,otros
16,software engineer,exceltic,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
17,id engineer,bertrandt group,presencial,jornada completa,,no especificado,False,,,Martorell,Barcelona,Cataluña,España,programador
18,software engineer,Hays,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
19,ingeniero/a mecanico/a de fabricacion - celula rodadura,talgo,presencial,jornada completa,,no especificado,True,,,Las Rozas de Madrid,Madrid,Comunidad de Madrid,España,otros
20,software engineer,lhh,hibrido,jornada completa,,no especificado,False,,,Murcia,Murcia,Región de Murcia,España,programador
21,software engineer,gtd,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
22,software engineer,Alten ,remoto,jornada completa,3.0,no especificado,False,,,,,,España,programador
23,software engineer,certinia,presencial,jornada completa,,no especificado,False,,,Granada,Granada,Andalucía,España,programador
24,id engineer,ferrovial construction,presencial,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
25,ingeniero/a de desarrollo de producto,Alten ,presencial,jornada completa,2.0,no especificado,False,,,Pamplona,Navarra,Navarra,España,otros
26,it engineer,travelperk,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
27,software engineer,ic resources,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
28,software engineer,matillion,hibrido,jornada completa,,no especificado,False,40800.0,61200.0,Madrid,Madrid,Comunidad de Madrid,España,programador
29,software engineer,Hays,hibrido,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,programador
30,ingeniero/a tecnico/o industrial,senso ingenieria e instalaciones sl,presencial,jornada completa,,no especificado,False,,,Bergondo,La Coruña,Galicia,España,otros
31,seating development engineer,Capgemini,hibrido,jornada completa,,no especificado,True,,,Balsareny,Barcelona,Cataluña,España,otros
32,ingeniero/a desarrollo negocio  energia,coxabengoa,presencial,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,otros
33,it engineer,idom consulting engineering architecture,hibrido,jornada completa,,no especificado,True,,,Bilbao,Vizcaya,País Vasco,España,sistemas
34,software engineer,centum digital,presencial,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
35,programmer,k-lagan,presencial,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
36,ingeniero/a de desarrollo de producto piezas metalicas,louis vuitton,presencial,jornada completa,3.0,no especificado,True,,,Barberà del Vallès,Barcelona,Cataluña,España,otros
37,senior backend engineer f/m/d,axpo group,hibrido,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
38,developer,zertiban,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
39,developer,glowth talent,remoto,jornada completa,5.0,no especificado,False,,,,Vizcaya,País Vasco,España,programador
40,programmer,servinform,hibrido,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,programador
41,programmer,binder - industrial systems,presencial,jornada completa,,no especificado,False,,,Reus,Tarragona,Cataluña,España,programador
42,hardware engineer,Indra,hibrido,jornada completa,,no especificado,False,,,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,sistemas
43,software engineer,ainia,presencial,jornada completa,,no especificado,True,,,Paterna,Valencia,Comunidad Valenciana,España,programador
44,developer,edicom hr,hibrido,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,programador
45,id engineer,bertrandt group,presencial,jornada completa,,no especificado,False,,,Martorell,Barcelona,Cataluña,España,programador
46,systems engineer,exceltic,hibrido,jornada completa,,no especificado,True,,,Aranjuez,Madrid,Comunidad de Madrid,España,sistemas
47,ingeniero desarrollo java ee h/m,Inetum,no especificado,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
48,ingeniero/a de desarrollo de producto y procesos ,claire joster,presencial,jornada completa,8.0,no especificado,False,,,Benasau,Alicante,Comunidad Valenciana,España,otros
49,graduado/ingeniero junior,grupo lantania,presencial,jornada completa,1.0,no especificado,False,,,,Valencia,Comunidad Valenciana,España,otros
50,developer,clorian,hibrido,jornada completa,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
51,ingeniero senior de desarrollo de productos,raona,remoto,jornada completa,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
52,developer,grupo nortempo,hibrido,jornada completa,,no especificado,False,,,,,Castilla y León,España,programador
53,tecnico,mme maquinaria y materiales de embalaje sl,presencial,jornada completa,,no especificado,False,,,Carmona,Sevilla,Andalucía,España,otros
54,software engineer,hcltech,remoto,jornada completa,,no especificado,False,,,,,,España,programador
55,development engineer for functional safety,avl,hibrido,jornada completa,,no especificado,False,,,San Sebastián,Gipuzkoa,País Vasco,España,otros
56,ingeniero/a en desarrollo y testeo de bancos de ensayos de electrolisis,tecnalia research  innovation,presencial,jornada completa,,no especificado,False,,,San Sebastián,Gipuzkoa,País Vasco,España,otros
57,developer,metrica consulting sl,remoto,jornada completa,3.0,no especificado,False,,,,,,España,programador
58,programmer,ras interim espana,presencial,jornada completa,,no especificado,False,,,,Barcelona,Cataluña,España,programador
59,backend engineer marketing technology,preply,presencial,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
60,programmer,Hays,presencial,jornada completa,2.0,no especificado,False,,,Vilanova del Camí,Barcelona,Cataluña,España,programador
61,programmer,logicalis spain,presencial,jornada completa,,no especificado,False,,,Valladolid,Valladolid,Castilla y León,España,programador
62,ingeniero de desarrollo electronico,airtificial aerospace  defense,hibrido,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,otros
63,software engineer,duagon,remoto,jornada completa,,no especificado,True,,,,,,España,programador
64,developer,kapsch trafficcom ag,presencial,jornada completa,2.0,no especificado,False,,,León,León,Castilla y León,España,programador
65,developer,acobur,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
66,ingeniero-a desarrollo de nuevas tecnologias en automocion,lhh,presencial,jornada completa,,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,otros
67,developer,octopus energy,hibrido,jornada completa,,no especificado,False,,,,Valencia,Comunidad Valenciana,España,programador
68,it engineer,Capgemini,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
69,becas ingenieria industrial - nacional,ferrovial construction,presencial,jornada completa,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
70,programmer,nunsys,remoto,jornada completa,4.0,no especificado,True,,,,,,España,programador
71,ingeniero de desarrollo senior rpa h/m,Inetum,hibrido,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
72,ingeniero de estructuras - soluciones de almacenamiento,melt group,presencial,jornada completa,2.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
73,software engineer,datadog,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
74,software engineer,elca group,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
75,ingenier de diseno industrial/mecanico para robotica y automatizacion,centro avanzado de tecnologias aeroespaciales catec,presencial,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,otros
76,developer,softtek,remoto,jornada completa,4.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
77,ingeniero/a mecanico/a junior,tavil,presencial,jornada completa,1.0,no especificado,False,,,Sant Jaume de Llierca,Girona,Cataluña,España,otros
78,software engineer,Alten ,presencial,jornada completa,2.0,no especificado,False,,,Valladolid,Valladolid,Castilla y León,España,programador
79,programmer,ancert agencia notarial de certificacion,remoto,jornada completa,,no especificado,True,,,,Valencia,Comunidad Valenciana,España,programador
80,senior backend engineer,evpassport,hibrido,jornada completa,5.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
81,fullstack,t-systems iberia,hibrido,jornada completa,3.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,programador
82,programmer,fds a dxc technology company,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
83,programmer,ferchau spain,presencial,jornada completa,2.0,no especificado,False,,,Azpeitia,Gipuzkoa,País Vasco,España,programador
84,fullstack,bbva next technologies,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
85,ingeniero/a de proyecto,formel d group,presencial,jornada completa,,no especificado,False,,,Martorell,Barcelona,Cataluña,España,otros
86,programmer,t-systems iberia,hibrido,jornada completa,,no especificado,True,,,Granada,Granada,Andalucía,España,programador
87,systems engineer,ceit centro tecnologico,hibrido,jornada completa,,no especificado,True,,,San Sebastián,Gipuzkoa,País Vasco,España,sistemas
88,programmer,logirail,hibrido,jornada completa,2.0,no especificado,False,,,,Badajoz,Extremadura,España,programador
89,consultant,minsait,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
90,programmer,the ct engineering group,presencial,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,programador
91,developer,axpe consulting,remoto,jornada completa,3.0,no especificado,True,,,,,,España,programador
92,tecnico ingenieria hvac h/m,ghenova,hibrido,jornada completa,,no especificado,False,,,Ferrol,La Coruña,Galicia,España,otros
93,tecnico/a - ingeniero/ a,maycometal sl,presencial,jornada completa,,no especificado,False,,,Getafe,Madrid,Comunidad de Madrid,España,otros
94,software engineer,electronic arts ea,remoto,jornada completa,2.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
95,emc test engineer,Capgemini,presencial,jornada completa,,no especificado,False,,,,Valencia,Comunidad Valenciana,España,otros
96,software engineer,intelygenz,hibrido,jornada completa,5.0,no especificado,True,42000.0,46000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
97,developer,devoteam m cloud,hibrido,jornada completa,3.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
98,software engineer,Inetum,hibrido,jornada completa,,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,programador
99,ingeniero hvac,fanclima sl,presencial,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
100,junior product engineer fresh graduate,huawei,presencial,jornada completa,1.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
101,developer,vincle,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
102,developer,exceltic,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
103,programmer,ancert agencia notarial de certificacion,remoto,jornada completa,,no especificado,True,,,,,Andalucía,España,programador
104,backend engineer,bynder,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
105,id engineer,krean group,hibrido,jornada completa,,no especificado,False,,,San Sebastián,Gipuzkoa,País Vasco,España,programador
106,software engineer,sita,presencial,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,programador
107,programmer,dolma systems sl,presencial,jornada completa,,no especificado,False,,,Alcalá de Henares,Madrid,Comunidad de Madrid,España,programador
108,programmer,fds a dxc technology company,hibrido,jornada completa,6.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
109,ingeniero de proyectos,trouw nutrition,presencial,jornada completa,,no especificado,True,,,Tres Cantos,Madrid,Comunidad de Madrid,España,otros
110,ingeniero/a de desarrollo en fpgas ,Indra,hibrido,jornada completa,,no especificado,False,,,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,otros
111,fullstack,Indra,hibrido,jornada completa,,no especificado,False,,,San Fernando de Henares,Madrid,Comunidad de Madrid,España,programador
112,software engineer,eurovision services,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
113,software engineer,ring,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
114,developer,tenth revolution group,hibrido,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
115,kafka engineer,mercadona,presencial,jornada completa,,no especificado,False,,,Albalat dels Sorells,Valencia,Comunidad Valenciana,España,otros
116,fullstack,grupo invoin,hibrido,jornada completa,4.0,no especificado,True,,,Alcobendas,Madrid,Comunidad de Madrid,España,programador
117,programmer,segula technologies,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
118,developer,western union,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
119,developer,plexus tech,remoto,jornada completa,4.0,no especificado,False,,,,,,España,programador
120,developer,crossmint,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
121,programmer,Inetum,remoto,jornada completa,2.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
122,fullstack,fujitsu,hibrido,jornada completa,2.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
123,data engineer,holcim espana,no especificado,jornada completa,2.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
124,software engineer,kantar media,presencial,jornada completa,,no especificado,False,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,programador
125,data engineer,lhh,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
126,data engineer,methinks ai,no especificado,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,data driven
127,id engineer,full on net,remoto,jornada completa,,no especificado,False,,,,,,España,programador
128,software engineer,criteo,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
129,developer,signify technology,presencial,jornada completa,,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
130,fullstack,languagewire,remoto,jornada completa,,no especificado,False,,,,,,España,programador
131,developer,distributed,remoto,contrato por obra,,no especificado,False,,,,,,España,programador
132,fullstack,mediamarkt espana,no especificado,jornada completa,,no especificado,True,,,El Prat de Llobregat,Barcelona,Cataluña,España,programador
133,developer,applus idiada,remoto,jornada completa,2.0,no especificado,False,,,Santa Oliva,Tarragona,Cataluña,España,programador
134,developer,robert walters,hibrido,jornada completa,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
135,fachinformatiker/in microsoft dynamics nav-spezialist/in softwareentwickler/in microsoft dynamics-spezialist/in,coffee perfect gmbh,presencial,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
136,ingenier en sistemas embebidos y soluciones software,stadler valencia,presencial,jornada completa,3.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
137,developer,remoteandtalent,no especificado,media jornada,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
138,software engineer,vonage,remoto,jornada completa,,no especificado,False,,,,,,España,programador
139,developer,fujitsu,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
140,programmer,actemium spain,presencial,jornada completa,,no especificado,False,,,Ortuella,Vizcaya,País Vasco,España,programador
141,developer,ampstek,presencial,contrato por obra,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
142,developer,ab apartment barcelona,presencial,jornada completa,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
143,developer,educacionit,no especificado,jornada completa,,no especificado,False,,,Santiago de Compostela,La Coruña,Galicia,España,programador
144,developer,econocom servicios,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
145,fullstack,soaint,hibrido,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
146,data engineer,primeit espana,presencial,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
147,developer,leadtech group,remoto,jornada completa,,no especificado,True,,,,,,España,programador
148,software engineer,telespazio,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
149,programmer,itjobs,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
150,data engineer,rviewer,hibrido,jornada completa,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
151,ingeniero/a firmware  programacion microcontroladores,circe - centro tecnologico,hibrido,jornada completa,5.0,no especificado,True,,,Zaragoza,Zaragoza,Aragón,España,otros
152,system engineer,83zero,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
153,developer,scalian,remoto,jornada completa,,no especificado,True,,,,,,España,programador
154,developer,globant,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
155,programmer,itjobs,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
156,developer,k-lagan,hibrido,jornada completa,,no especificado,False,,,Palau-solità i Plegamans,Barcelona,Cataluña,España,programador
157,software engineer,bme  bolsas y mercados espanoles,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
158,fullstack,bouygues telecom,presencial,jornada completa,,no especificado,False,,,Las Palmas de Gran Canaria,Las Palmas,Canarias,España,programador
159,developer,cloudteam company,hibrido,jornada completa,,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
160,machine learning engineer,astrazeneca,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,machine learning engineer
161,fullstack,oracle,hibrido,jornada completa,,no especificado,False,,,,,Cataluña,España,programador
162,programmer,oxigent technologies,hibrido,jornada completa,,no especificado,True,30000.0,40000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
163,software engineer,kapsch trafficcom ag,hibrido,jornada completa,,no especificado,True,,,Alcobendas,Madrid,Comunidad de Madrid,España,programador
164,software engineer,Amazon,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
165,software architect,Alten ,remoto,jornada completa,3.0,no especificado,False,,,,,,España,programador
166,software engineer,elca group,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
167,software engineer,tui,remoto,jornada completa,,no especificado,False,,,Palma,Islas Baleares,Islas Baleares,España,programador
168,software engineer,novicap,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
169,developer,minsait,remoto,jornada completa,,no especificado,False,,,,,,España,programador
170,software engineer,mediamarktsaturn,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
171,fullstack,dormakaba espana,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
172,fullstack,obramat,hibrido,jornada completa,3.0,no especificado,True,,,Leganés,Madrid,Comunidad de Madrid,España,programador
173,software engineer,gieseckedevrient,hibrido,jornada completa,,no especificado,True,,,El Prat de Llobregat,Barcelona,Cataluña,España,programador
174,fullstack,pimec,presencial,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
175,programmer,sothis,remoto,jornada completa,4.0,no especificado,True,,,Paterna,Valencia,Comunidad Valenciana,España,programador
176,developer,knowmad mood,remoto,jornada completa,,no especificado,True,,,,,,España,programador
177,developer,plexus tech,remoto,jornada completa,4.0,no especificado,False,,,,,,España,programador
178,machine learning engineer,clarity ai,remoto,jornada completa,2.0,no especificado,False,,,,,,España,machine learning engineer
179,data engineer,deliverect,hibrido,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
180,developer,educacionit,no especificado,jornada completa,,no especificado,False,,,Monserrat,Valencia,Comunidad Valenciana,España,programador
181,it engineer,matillion,hibrido,jornada completa,,no especificado,False,55500.0,83000.0,Madrid,Madrid,Comunidad de Madrid,España,sistemas
182,backend engineer ror,rviewer,remoto,jornada completa,3.0,no especificado,False,,,,,,España,otros
183,id engineer,bertrandt group,presencial,jornada completa,,no especificado,False,,,Martorell,Barcelona,Cataluña,España,programador
184,ingeniero/a de desarrollo de sw c - defensa,exceltic,hibrido,jornada completa,3.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
185,ingeniero de desarrollo alfresco,Inetum,remoto,jornada completa,4.0,no especificado,False,,,,,,España,otros
186,developer,ferchau spain,presencial,jornada completa,3.0,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,programador
187,qa engineer,intellias,remoto,jornada completa,3.0,no especificado,False,,,,,,España,administracion
188,programmer,claire joster,presencial,jornada completa,4.0,no especificado,False,,,Palau-solità i Plegamans,Barcelona,Cataluña,España,programador
189,developer,NTT Data,hibrido,jornada completa,,no especificado,True,,,,,Aragón,España,programador
190,developer,osp  otto group solution provider,presencial,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
191,developer,bme  bolsas y mercados espanoles,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
192,developer,agap2 espana,hibrido,jornada completa,3.0,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,programador
193,developer,q-tech,hibrido,jornada completa,2.0,no especificado,False,,,L'Hospitalet de Llobregat,Barcelona,Cataluña,España,programador
194,developer,knowmad mood,remoto,jornada completa,,no especificado,False,,,,,,España,programador
195,software engineer,secutix,hibrido,jornada completa,4.0,no especificado,False,,,Granada,Granada,Andalucía,España,programador
196,software architect,robert walters,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
197,back end developper w/m,mca espana,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
198,developer,Hays,hibrido,jornada completa,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,programador
199,softwareentwickler/in informatiker/in,triathlon,no especificado,contrato por obra,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
200,solutions engineer,83zero,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
201,fullstack,siemens gamesa,presencial,jornada completa,,no especificado,False,,,Arteaga-San Martin,Vizcaya,País Vasco,España,programador
202,developer,siemens,hibrido,jornada completa,3.0,no especificado,False,,,Tres Cantos,Madrid,Comunidad de Madrid,España,programador
203,software engineer,ring,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
204,developer,one solar,hibrido,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
205,developer,distributed,remoto,contrato por obra,,no especificado,False,,,,,,España,programador
206,software engineer,revolut,remoto,practicas,,no especificado,False,,,,,,España,programador
207,data engineer,NTT Data,hibrido,jornada completa,,no especificado,True,,,Granada,Granada,Andalucía,España,data driven
208,developer,ust,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
209,developer,palatin,hibrido,jornada completa,4.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
210,devops engineer,grupo hasten,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
211,developer,leadtech group,remoto,jornada completa,,no especificado,True,,,,,,España,programador
212,fullstack,cloudbeds,remoto,jornada completa,5.0,no especificado,False,,,,,,,programador
213,it engineer,isdefe,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
214,software engineer,duagon,hibrido,jornada completa,3.0,no especificado,True,,,San Sebastián,Gipuzkoa,País Vasco,España,programador
215,software engineer,grupo oesia,presencial,jornada completa,1.0,no especificado,True,,,Vigo,Pontevedra,Galicia,España,programador
216,embedded engineer,oxigent technologies,hibrido,jornada completa,,no especificado,True,35000.0,42000.0,Tres Cantos,Madrid,Comunidad de Madrid,España,otros
217,developer,hola consultores sl,hibrido,jornada completa,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
218,programmer,plexus tech,remoto,jornada completa,4.0,no especificado,True,,,,,,España,programador
219,software engineer,gameloft barcelona,hibrido,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,programador
220,software engineer,edreams odigeo,hibrido,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,programador
221,devops,Capgemini,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
222,programmer,seidor,hibrido,jornada completa,,no especificado,True,,,Bilbao,Vizcaya,País Vasco,España,programador
223,developer,alter solutions espana,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
224,ingeniero/a planificacion de proyectos,technip energies,hibrido,jornada completa,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
225,programmer,gestamp,presencial,jornada completa,,no especificado,False,,,Alguazas,Murcia,Región de Murcia,España,programador
226,project engineer - transport business development/project management,ayesa - uk and ireland,hibrido,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
227,software engineer,vonage,remoto,jornada completa,,no especificado,False,,,,,,España,programador
228,programmer,Accenture,no especificado,jornada completa,,no especificado,False,,,Bilbao,Vizcaya,País Vasco,España,programador
229,programmer,quental,remoto,jornada completa,3.0,no especificado,True,,,,,,España,programador
230,c engineer,Alten ,hibrido,jornada completa,2.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
231,developer,izertis,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
232,software engineer,intellias,remoto,jornada completa,,no especificado,False,,,,,,España,programador
233,developer,prodware,hibrido,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
